group	element	code	offset	name
0008	1150	UI	1	ReferencedSOPClassUID
0008	1155	UI	1	ReferencedSOPInstanceUID
0008	115A	UI	1-n	SOPClassesSupported
0008	1160	IS	1-n	ReferencedFrameNumber
0008	1195	UI	1	TransactionUID
0008	1197	US	1	FailureReason
0008	1198	SQ	1	FailedSOPSequence
0008	1199	SQ	1	ReferencedSOPSequence
0008	1200	SQ	1	StudiesContainingOtherReferencedInstancesSequence
0008	1250	SQ	1	RelatedSeriesSequence
0008	2110	CS	1	LossyImageCompression
0008	2111	ST	1	DerivationDescription
0008	2112	SQ	1	SourceImageSequence
0008	2120	SH	1	StageName
0008	2122	IS	1	StageNumber
0008	2124	IS	1	NumberOfStages
0008	2127	SH	1	ViewName
0008	2128	IS	1	ViewNumber
0008	2129	IS	1	NumberOfEventTimers
0008	212A	IS	1	NumberOfViewsInStage
0008	2130	DS	1-n	EventElapsedTimes
0008	2132	LO	1-n	EventTimerNames
0008	2142	IS	1	StartTrim
0008	2143	IS	1	StopTrim
0008	2144	IS	1	RecommendedDisplayFrameRate
0008	2200	CS	1	TransducerPosition
0008	2204	CS	1	TransducerOrientation
0008	2208	CS	1	AnatomicStructure
0008	2218	SQ	1	AnatomicRegionSequence
0008	2220	SQ	1	AnatomicRegionModifierSequence
0008	2228	SQ	1	PrimaryAnatomicStructureSequence
0008	2229	SQ	1	AnatomicStructure,SpaceOrRegionSequence
0008	2230	SQ	1	PrimaryAnatomicStructureModifierSequence
0008	2240	SQ	1	TransducerPositionSequence
0008	2242	SQ	1	TransducerPositionModifierSequence
0008	2244	SQ	1	TransducerOrientationSequence
0008	2246	SQ	1	TransducerOrientationModifierSequence
0008	3001	SQ	1	AlternateRepresentationSequence
0008	3010	UI	1	IrradiationEventUID
0008	4000	LT	1	IdentifyingComments
0008	9007	CS	4	FrameType
0008	9092	SQ	1	ReferencedImageEvidenceSequence
0008	9121	SQ	1	ReferencedRawDataSequence
0008	9123	UI	1	CreatorVersionUID
0008	9124	SQ	1	DerivationImageSequence
0008	9154	SQ	1	SourceImageEvidenceSequence
0008	9205	CS	1	PixelPresentation
0008	9206	CS	1	VolumetricProperties
0008	9207	CS	1	VolumeBasedCalculationTechnique
0008	9208	CS	1	ComplexImageComponent
0008	9209	CS	1	AcquisitionContrast
0008	9215	SQ	1	DerivationCodeSequence
0008	9237	SQ	1	ReferencedGrayscalePresentationStateSequence
0008	9410	SQ	1	ReferencedOtherPlaneSequence
0008	9458	SQ	1	FrameDisplaySequence
0008	9459	FL	1	RecomendedDisplayFrameRateInFloat
0008	9460	CS	1	SkipFrameRangeFlag
0009	0000 	UL	1	GroupLength
0009	0010	LO	1	PrivateCreatorIdentification
0009	1001	LO	1	FullFidelity
0009	1002	SH	1	SuiteID
0009	1004	SH	1	ProductID
0009	1010	CS	1	StorageMode
0009	1015	LO	1	UID
0009	1027	SL	1	ImageActualDate
0009	1030	SH	1	ServiceID
0009	1031	SH	1	MobileLocationNumber
0009	1040	SH	1	DataObjectSubtype
0009	1041	SH	1	DataObjectSubtype
0009	1110	LO	1	RecognitionCode
0009	1130	UL	1	ByteOffsetOfOriginalHeader
0009	1131	UL	1	LengthOfOriginalHeader
0009	1140	UL	1	ByteOffsetOfPixelmatrix
0009	1141	UL	1	LengthOfPixelmatrixInBytes
0009	1310	LO	1	GeneratorIdentificationLabel
0009	1311	LO	1	GantryIdentificationLabel
0009	1312	LO	1	X-RayTubeIdentificationLabel
0009	1313	LO	1	DetectorIdentificationLabel
0009	1314	LO	1	DASIdentificationLabel
0009	1315	LO	1	SMIIdentificationLabel
0009	1316	LO	1	CPUIdentificationLabel
0009	1320	SH	1	HeaderVersion
0010	0000	UL	1	GroupLength
0010	0010	PN	1	PatientsName
0010	0020	LO	1	PatientID
0010	0021	LO	1	IssuerOfPatientID
0010	0030	DA	1	PatientsBirthDate
0010	0032	TM	1	PatientsBirthTime
0010	0040	CS	1	PatientsSex
0010	0050	SQ	1	PatientsInsurancePlanCodeSequence
0010	0101	SQ	1	PatientsPrimaryLanguageCodeSequence
0010	0102	SQ	1	PatientsPrimaryLanguageCodeModifierSequence
0010	1000	LO	1-n	OtherPatientIDs
0010	1001	PN	1-n	OtherPatientNames
0010	1005	PN	1	PatientsBirthName
0010	1010	AS	1	PatientsAge
0010	1020	DS	1	PatientsSize
0010	1030	DS	1	PatientsWeight
0010	1040	LO	1	PatientsAddress
0010	1050	LO	1-n	InsurancePlanIdentification
0010	1060	PN	1	PatientsMothersBirthName
0010	1080	LO	1	MilitaryRank
0010	1081	LO	1	BranchOfService
0010	1090	LO	1	MedicalRecordLocator
0010	2000	LO	1-n	MedicalAlerts
0010	2110	LO	1-n	ContrastAllergies
0010	2150	LO	1	CountryOfResidence
0010	2152	LO	1	RegionOfResidence
0010	2154	SH	1-n	PatientsTelephoneNumbers
0010	2160	SH	1	EthnicGroup
0010	2180	SH	1	Occupation
0010	21A0	CS	1	SmokingStatus
0010	21B0	LT	1	AdditionalPatientHistory
0010	21C0	US	1	PregnancyStatus
0010	21D0	DA	1	LastMenstrualDate
0010	21F0	LO	1	PatientsReligiousPreference
0010	4000	LT	1	PatientComments
0010	9431	FL	1	ExaminedBodyThickness
0011	0000	UL	1	GroupLength
0011	0003	LO	1	PatientUID
0011	0004	LO	1	PatientID
0011	000A	LO	1	CaseID
0011	0010	DA	1	RegistrationDate
0011	0011	TM	1	RegistrationTime
0011	0020	DA	1	PatientRegistrationDate
0011	0021	TM	1	PatientRegistrationTime
0011	0022	LO	1	RequestID
0011	0023	DS	1	UsedPatientWeight
0011	0030	LO	1	PatientnameRIS
0011	0031	LO	1	PatientprenameRIS
0011	0040	LO	1	PatientHospitalStatus
0011	0041	LO	1	MedicalAlerts
0011	0042	LO	1	ContrastAllergies
0011	00A1	DA	1	PatientRegistrationDate
0011	00A2	TM	1	PatientRegistrationTime
0011	00B0	LO	1	PatientLastName
0011	00B2	LO	1	PatientFirstName
0011	00B4	LO	1	PatientHospitalStatus
0011	00BC	TM	1	CurrentLocationTime
0011	00C0	LO	1	PatientInsuranceStatus
0011	00D0	LO	1	PatientBillingType
0011	00D2	LO	1	PatientBillingAddress
0011	1010	SS	1	PatientStatus
0012	0000	UL	1	GroupLength
0012	0010	LO	1	ClinicalTrialSponsorName
0012	0020	LO	1	ClinicalTrialProtocolID
0012	0021	LO	1	ClinicalTrialProtocolName
0012	0030	LO	1	ClinicalTrialSiteID
0012	0031	LO	1	ClinicalTrialSiteName
0012	0040	LO	1	ClinicalTrialSubjectID
0012	0042	LO	1	ClinicalTrialSubjectReadingID
0012	0050	LO	1	ClinicalTrialTimePointID
0012	0051	ST	1	ClinicalTrialTimePointDescription
0012	0060	LO	1	ClinicalTrialCoordinatingCenterName
0012	0062	CS	1	PatientIdentityRemoved
0012	0063	SQ	1	DeidentificationMethodCodeSequence
0013	0000	UL	1	GroupLength
0013	0010	DA	1	ModificationDate
0013	0012	TM	1	ModificationTime
0013	0020	PN	1	PatientName
0013	0022	LO	1	PatientId
0013	0030	DA	1	PatientBirthdate
0013	0031	DS	1	PatientWeight
0013	0032	LO	1	PatientsMaidenName
0013	0033	LO	1	ReferringPhysician
0013	0034	LO	1	AdmittingDiagnosis
0013	0035	LO	1	PatientSex
0013	0040	LO	1	ProcedureDescription
0013	0042	LO	1	PatientRestDirection
0013	0044	LO	1	PatientPosition
0013	0046	LO	1	ViewDirection
0018	0000	UL	1	GroupLength
0018	0010	LO	1	ContrastBolusAgent
0018	0012	SQ	1	ContrastBolusAgentSequence
0018	0014	SQ	1	ContrastBolusAdministrationRouteSequence
0018	0015	CS	1	BodyPartExamined
0018	0020	CS	1-n	ScanningSequence
0018	0021	CS	1-n	SequenceVariant
0018	0022	CS	1-n	ScanOptions
0018	0023	CS	1	MRAcquisitionType
0018	0024	SH	1	SequenceName
0018	0025	CS	1	AngioFlag
0018	0026	SQ	1	InterventionDrugInformationSequence
0018	0027	TM	1	InterventionDrugStopTime
0018	0028	DS	1	InterventionDrugDose
0018	0029	SQ	1	InterventionDrugSequence
0018	002A	SQ	1	AdditionalDrugSequence
0018	0030	LO	1-n	Radionuclide
0018	0031	LO	1	Radiopharmaceutical
0018	0032	DS	1	EnergyWindowCenterline
0018	0033	DS	1-n	EnergyWindowTotalWidth
0018	0034	LO	1	InterventionDrugName
0018	0035	TM	1	InterventionDrugStartTime
0018	0036	SQ	1	InterventionSequence
0018	0037	CS	1	TherapyType
0018	0038	CS	1	InterventionStatus
0018	0039	CS	1	TherapyDescription
0018	003A	ST	1	InterventionDescription
0018	0040	IS	1	CineRate
0018	0050	DS	1	SliceThickness
0018	0060	DS	1	kVp
0018	0070	IS	1	CountsAccumulated
0018	0071	CS	1	AcquisitionTerminationCondition
0018	0072	DS	1	EffectiveDuration
0018	0073	CS	1	AcquisitionStartCondition
0018	0074	IS	1	AcquisitionStartConditionData
0018	0075	IS	1	AcquisitionTerminationConditionData
0018	0080	DS	1	RepetitionTime
0018	0081	DS	1	EchoTime
0018	0082	DS	1	InversionTime
0018	0083	DS	1	NumberOfAverages
0018	0084	DS	1	ImagingFrequency
0018	0085	SH	1	ImagedNucleus
0018	0086	IS	1-n	EchoNumbers
0018	0087	DS	1	MagneticFieldStrength
0018	0088	DS	1	SpacingBetweenSlices
0018	0089	IS	1	NumberOfPhaseEncodingSteps
0018	0090	DS	1	DataCollectionDiameter
0018	0091	IS	1	EchoTraInLength
0018	0093	DS	1	PercentSampling
0018	0094	DS	1	PercentPhaseFieldOfView
0018	0095	DS	1	PixelBandwidth
0018	1000	LO	1	DeviceSerialNumber
0018	1002	UI	1	DeviceUID
0018	1004	LO	1	PlateID
0018	1010	LO	1	SecondaryCaptureDeviceID
0018	1011	LO	1	HardcopyCreationDeviceID
0018	1012	DA	1	DateOfSecondaryCapture
0018	1014	TM	1	TimeOfSecondaryCapture
0018	1016	LO	1	SecondaryCaptureDeviceManufacturer
0018	1017	LO	1	HardcopyDeviceManufacturer
0018	1018	LO	1	SecondaryCaptureDeviceManufacturersModelName
0018	1019	LO	1-n	SecondaryCaptureDeviceSoftwareVersions
0018	101A	LO	1-n	HardcopyDeviceSoftwareVersion
0018	101B	LO	1	HardcopyDeviceManufacturersModelName
0018	1020	LO	1-n	SoftwareVersions
0018	1022	SH	1	VideoImageFormatAcquired
0018	1023	LO	1	DigitalImageFormatAcquired
0018	1030	LO	1	ProtocolName
0018	1040	LO	1	ContrastBolusRoute
0018	1041	DS	1	ContrastBolusVolume
0018	1042	TM	1	ContrastBolusStartTime
0018	1043	TM	1	ContrastBolusStopTime
0018	1044	DS	1	ContrastBolusTotalDose
0018	1045	IS	1	SyringeCounts
0018	1046	DS	1-n	ContrastFlowRate
0018	1047	DS	1-n	ContrastFlowDuration
0018	1048	CS	1	ContrastBolusIngredient
0018	1049	DS	1	ContrastBolusIngredientConcentration
0018	1050	DS	1	SpatialResolution
0018	1060	DS	1	TriggerTime
0018	1061	LO	1	TriggerSourceOrType
0018	1062	IS	1	NominalInterval
0018	1063	DS	1	FrameTime
0018	1064	LO	1	FramingType
0018	1065	DS	1-n	FrameTimeVector
0018	1066	DS	1	FrameDelay
0018	1067	DS	1	ImageTriggerDelay
0018	1068	DS	1	MultiplexGroupTimeOffset
0018	1069	DS	1	TriggerTimeOffset
0018	106A	CS	1	SynchronizationTrigger
0018	106C	US	2	SynchronizationChannel
0018	106E	UL	1	TriggerSamplePosition
0018	1070	LO	1	RadiopharmaceuticalRoute
0018	1071	DS	1	RadiopharmaceuticalVolume
0018	1072	TM	1	RadiopharmaceuticalStartTime
0018	1073	TM	1	RadiopharmaceuticalStopTime
0018	1074	DS	1	RadionuclideTotalDose
0018	1075	DS	1	RadionuclideHalfLife
0018	1076	DS	1	RadionuclidePositronFraction
0018	1077	DS	1	RadiopharmaceuticalSpecificActivity
0018	1078	DT	1	RadiopharmaceuticalStartDatetime
0018	1079	DT	1	RadiopharmaceuticalStopDatetime
0018	1080	CS	1	BeatRejectionFlag
0018	1081	IS	1	LowRRValue
0018	1082	IS	1	HighRRValue
0018	1083	IS	1	IntervalsAcquired
0018	1084	IS	1	IntervalsRejected
0018	1085	LO	1	PVCRejection
0018	1086	IS	1	SkipBeats
0018	1088	IS	1	HeartRate
0018	1090	IS	1	CardiacNumberOfImages
0018	1094	IS	1	TriggerWindow
0018	1100	DS	1	ReconstructionDiameter
0018	1110	DS	1	DistanceSourceToDetector
0018	1111	DS	1	DistanceSourceToPatient
0018	1114	DS	1	EstimatedRadiographicMagnificationFactor
0018	1120	DS	1	GantryDetectorTilt
0018	1121	DS	1	GantryDetectorSlew
0018	1130	DS	1	TableHeight
0018	1131	DS	1	TableTraverse
0018	1134	CS	1	TableMotion
0018	1135	DS	1-n	TableVerticalIncrement
0018	1136	DS	1-n	TableLateralIncrement
0018	1137	DS	1-n	TableLongitudinalIncrement
0018	1138	DS	1	TableAngle
0018	113A	CS	1	TableType
0018	1140	CS	1	RotationDirection
0018	1141	DS	1	AngularPosition
0018	1142	DS	1-n	RadialPosition
0018	1143	DS	1	ScanArc
0018	1144	DS	1	AngularStep
0018	1145	DS	1	CenterOfRotationOffset
0018	1146	DS	1-n	RotationOffset
0018	1147	CS	1	FieldOfViewShape
0018	1149	IS	1-2	FieldOfViewDimensions
0018	1150	IS	1	ExposureTime
0018	1151	IS	1	XrayTubeCurrent
0018	1152	IS	1	Exposure
0018	1153	IS	1	ExposureInuAs
0018	1154	DS	1	AveragePulseWidth
0018	1155	CS	1	RadiationSetting
0018	1156	CS	1	RectificationType
0018	115A	CS	1	RadiationMode
0018	115E	DS	1	ImageandFluoroscopyAreaDoseProduct
0018	1160	SH	1	FilterType
0018	1161	LO	1-n	TypeOfFilters
0018	1162	DS	1	IntensifierSize
0018	1164	DS	2	ImagerPixelSpacing
0018	1166	CS	1-n	Grid
0018	1170	IS	1	GeneratorPower
0018	1180	SH	1	CollimatorGridName
0018	1181	CS	1	CollimatorType
0018	1182	IS	1-2	FocalDistance
0018	1183	DS	1-2	XFocusCenter
0018	1184	DS	1-2	YFocusCenter
0018	1190	DS	1-n	FocalSpots
0018	1191	CS	1	AnodeTargetMaterial
0018	11A0	DS	1	BodyPartThickness
0018	11A2	DS	1	CompressionForce
0018	1200	DA	1-n	DateOfLastCalibration
0018	1201	TM	1-n	TimeOfLastCalibration
0018	1210	SH	1-n	ConvolutionKernel
0018	1240	IS	1-n	UpperLowerPixelValues
0018	1242	IS	1	ActualFrameDuration
0018	1243	IS	1	CountRate
0018	1244	US	1	PreferredPlaybackSequencing
0018	1250	SH	1	ReceiveCoilName
0018	1251	SH	1	TransmitCoilName
0018	1260	SH	1	PlateType
0018	1261	LO	1	PhosphorType
0018	1300	DS	1	ScanVelocity
0018	1301	CS	1-n	WholeBodyTechnique
0018	1302	IS	1	ScanLength
0018	1310	US	4	AcquisitionMatrix
0018	1312	CS	1	InPlanePhaseEncodingDirection
0018	1314	DS	1	FlipAngle
0018	1315	CS	1	VariableFlipAngleFlag
0018	1316	DS	1	SAR
0018	1318	DS	1	dBdt
0018	1400	LO	1	AcquisitionDeviceProcessingDescription
0018	1401	LO	1	AcquisitionDeviceProcessingCode
0018	1402	CS	1	CassetteOrientation
0018	1403	CS	1	CassetteSize
0018	1404	US	1	ExposuresonPlate
0018	1405	IS	1	RelativeXrayExposure
0018	1450	DS	1	ColumnAngulation
0018	1460	DS	1	TomoLayerHeight
0018	1470	DS	1	TomoAngle
0018	1480	DS	1	TomoTime
0018	1490	CS	1	TomoType
0018	1491	CS	1	TomoClass
0018	1495	IS	1	NumberOfTomosynthesisSourceImages
0018	1500	CS	1	PositionerMotion
0018	1508	CS	1	PositionerType
0018	1510	DS	1	PositionerPrimaryAngle
0018	1511	DS	1	PositionerSecondaryAngle
0018	1520	DS	1-n	PositionerPrimaryAngleIncrement
0018	1521	DS	1-n	PositionerSecondaryAngleIncrement
0018	1530	DS	1	DetectorPrimaryAngle
0018	1531	DS	1	DetectorSecondaryAngle
0018	1600	CS	1-3	ShutterShape
0018	1602	IS	1	ShutterLeftVerticalEdge
0018	1604	IS	1	ShutterRightVerticalEdge
0018	1606	IS	1	ShutterUpperHorizontalEdge
0018	1608	IS	1	ShutterLowerHorizontalEdge
0018	1610	IS	2	CenterOfCircularShutter
0018	1612	IS	1	RadiusOfCircularShutter
0018	1620	IS	2-2n	VerticesOfThePolygonalShutter
0018	1622	US	1	ShutterPresentationValue
0018	1623	US	1	ShutterOverlayGroup
0018	1624	US	3	ShutterPresentationColorCIELabValue
0018	1700	CS	1-3	CollimatorShape
0018	1702	IS	1	CollimatorLeftVerticalEdge
0018	1704	IS	1	CollimatorRightVerticalEdge
0018	1706	IS	1	CollimatorUpperHorizontalEdge
0018	1708	IS	1	CollimatorLowerHorizontalEdge
0018	1710	IS	2	CenterOfCircularCollimator
0018	1712	IS	1	RadiusOfCircularCollimator
0018	1720	IS	2-2n	VerticesOfThePolygonalCollimator
0018	1800	CS	1	AcquisitionTimeSynchronized
0018	1801	SH	1	TimeSource
0018	1802	CS	1	TimeDistributionProtocol
0018	1803	LO	1	NTPSourceAddress
0018	2001	IS	1-n	PageNumberVector
0018	2002	SH	1-n	FrameLabelVector
0018	2003	DS	1-n	FramePrimaryAngleVector
0018	2004	DS	1-n	FrameSecondaryAngleVector
0018	2005	DS	1-n	SliceLocationVector
0018	2006	SH	1-n	DisplayWindowLabelVector
0018	2010	DS	2	NominalScannedPixelSpacing
0018	2020	CS	1	DigitizingDeviceTransportDirection
0018	2030	DS	1	RotationOfScannedFilm
0018	3100	CS	1	IVUSAcquisition
0018	3101	DS	1	IVUSPullbackRate
0018	3102	DS	1	IVUSGatedRate
0018	3103	IS	1	IVUSPullbackStartFrameNumber
0018	3104	IS	1	IVUSPullbackStopFrameNumber
0018	3105	IS	1-n	LesionNumber
0018	4000	LT	1	AcquisitionComments
0018	5000	SH	1-n	OutputPower
0018	5010	LO	3	TransducerData
0018	5012	DS	1	FocusDepth
0018	5020	LO	1	ProcessingFunction
0018	5021	LO	1	PostprocessingFunction
0018	5022	DS	1	MechanicalIndex
0018	5024	DS	1	BoneThermalIndex
0018	5026	DS	1	CranialThermalIndex
0018	5027	DS	1	SoftTissueThermalIndex
0018	5028	DS	1	SoftTissueFocusThermalIndex
0018	5029	DS	1	SoftTissueSurfaceThermalIndex
0018	5030	DS	1	DynamicRange
0018	5040	DS	1	TotalGain
0018	5050	IS	1	DepthOfScanField
0018	5100	CS	1	PatientPosition
0018	5101	CS	1	ViewPosition
0018	5104	SQ	1	ProjectionEponymousNameCodeSequence
0018	5210	DS	6	ImageTransformationMatrix
0018	5212	DS	3	ImageTranslationVector
0018	6000	DS	1	Sensitivity
0018	6011	SQ	1	SequenceOfUltrasoundRegions
0018	6012	US	1	RegionSpatialFormat
0018	6014	US	1	RegionDataType
0018	6016	UL	1	RegionFlags
0018	6018	UL	1	RegionLocationMInX0
0018	601A	UL	1	RegionLocationMInY0
0018	601C	UL	1	RegionLocationMaxX1
0018	601E	UL	1	RegionLocationMaxY1
0018	6020	SL	1	ReferencePixelX0
0018	6022	SL	1	ReferencePixelY0
0018	6024	US	1	PhysicalUnitsXDirection
0018	6026	US	1	PhysicalUnitsYDirection
0018	6028	FD	1	ReferencePixelPhysicalValueX
0018	602A	FD	1	ReferencePixelPhysicalValueY
0018	602C	FD	1	PhysicalDeltaX
0018	602E	FD	1	PhysicalDeltaY
0018	6030	UL	1	TransducerFrequency
0018	6031	CS	1	TransducerType
0018	6032	UL	1	PulseRepetitionFrequency
0018	6034	FD	1	DopplerCorrectionAngle
0018	6036	FD	1	SteeringAngle
0018	6038	UL	1	DopplerSampleVolumeXPosition
0018	6039	SL	1	DopplerSampleVolumeXPosition
0018	603A	UL	1	DopplerSampleVolumeYPosition
0018	603B	SL	1	DopplerSampleVolumeYPosition
0018	603C	UL	1	TMLinePositionX0
0018	603D	SL	1	TMLinePositionX0
0018	603E	UL	1	TMLinePositionY0
0018	603F	SL	1	TMLinePositionY0
0018	6040	UL	1	TMLinePositionX1
0018	6041	SL	1	TMLinePositionX1
0018	6042	UL	1	TMLinePositionY1
0018	6043	SL	1	TMLinePositionY1
0018	6044	US	1	PixelComponentOrganization
0018	6046	UL	1	PixelComponentMask
0018	6048	UL	1	PixelComponentRangeStart
0018	604A	UL	1	PixelComponentRangeStop
0018	604C	US	1	PixelComponentPhysicalUnits
0018	604E	US	1	PixelComponentDataType
0018	6050	UL	1	NumberOfTableBreakPoints
0018	6052	UL	1-n	TableOfXBreakPoints
0018	6054	FD	1-n	TableOfYBreakPoints
0018	6056	UL	1	NumberOfTableEntries
0018	6058	UL	1-n	TableOfPixelValues
0018	605A	FL	1-n	TableOfParameterValues
0018	6060	FL	1-n	RWaveTimeVector
0018	7000	CS	1	DetectorConditionsNominalFlag
0018	7001	DS	1	DetectorTemperature
0018	7004	CS	1	DetectorType
0018	7005	CS	1	DetectorConfiguration
0018	7006	LT	1	DetectorDescription
0018	7008	LT	1	DetectorMode
0018	700A	SH	1	DetectorID
0018	700C	DA	1	DateOfLastDetectorCalibration
0018	700E	TM	1	TimeOfLastDetectorCalibration
