group	element	code	offset	name
0014	4057	DS	1	CouplingVelocity
0014	4058	DS	1	CrystalCenterLocationX
0014	4059	DS	1	CrystalCenterLocationZ
0014	405A	DS	1	SoundPathLength
0014	405C	ST	1	DelayLawIdentifier
0014	4060	SQ	1	GateSettingsSequence
0014	4062	DS	1	GateThreshold
0014	4064	DS	1	VelocityOfSound
0014	4070	SQ	1	CalibrationSettingsSequence
0014	4072	ST	1	CalibrationProcedure
0014	4074	SH	1	ProcedureVersion
0014	4076	DA	1	ProcedureCreationDate
0014	4078	DA	1	ProcedureExpirationDate
0014	407A	DA	1	ProcedureLastModifiedDate
0014	407C	TM	1-n	CalibrationTime
0014	407E	DA	1-n	CalibrationDate
0014	5002	IS	1	LINACEnergy
0014	5004	IS	1	LINACOutput
0018	0042	CS	1	InitialCineRunState
0018	1003	LO	1	DeviceID
0018	1005	LO	1	GeneratorID
0018	1006	LO	1	GridID
0018	1007	LO	1	CassetteID
0018	1008	LO	1	GantryID
0018	1411	DS	1	ExposureIndex
0018	1412	DS	1	TargetExposureIndex
0018	1413	DS	1	DeviationIndex
0018	7036	FL	2	PixelDataAreaOriginRelativeToFOV
0018	7038	FL	1	PixelDataAreaRotationAngleRelativeToFOV
0018	7056	FL	1-n	FilterBeamPathLengthMinimum
0018	7058	FL	1-n	FilterBeamPathLengthMaximum
0018	9092	SQ	1	VelocityEncodingAcquisitionSequence
0018	9096	FD	1	ParallelReductionFactorInPlaneRetired
0018	9185	ST	1	RespiratoryMotionCompensationTechniqueDescription
0018	9186	SH	1	RespiratorySignalSourceID
0018	9250	CS	1	ArterialSpinLabelingContrast
0018	9251	SQ	1	MRArterialSpinLabeling
0018	9252	LO	1	ASLTechniqueDescription
0018	9253	US	1	ASLSlabNumber
0018	9254	FD	1	ASLSlabThickness
0018	9255	FD	3	ASLSlabOrientation
0018	9256	FD	3	ASLMidSlabPosition
0018	9257	CS	1	ASLContext
0018	9258	UL	1	ASLPulseTrainDuration
0018	9259	CS	1	ASLCrusherFlag
0018	925A	FD	1	ASLCrusherFlow
0018	925B	LO	1	ASLCrusherDescription
0018	925C	CS	1	ASLBolusCutoffFlag
0018	925D	SQ	1	ASLBolusCutoffTimingSequence
0018	925E	LO	1	ASLBolusCutoffTechnique
0018	925F	UL	1	ASLBolusCutoffDelayTime
0018	9260	SQ	1	ASLSlabSequence
0018	9346	SQ	1	CTDIPhantomTypeCodeSequence
0018	9351	FL	1	CalciumScoringMassFactorPatient
0018	9352	FL	3	CalciumScoringMassFactorDevice
0018	9353	FL	1	EnergyWeightingFactor
0018	9360	SQ	1	CTAdditionalXRaySourceSequence
0018	9406	SQ	1	TablePositionSequence
0018	9407	SQ	1	CollimatorShapeSequence
0018	9410	CS	1	PlanesInAcquisition
0018	9412	SQ	1	XAXRFFrameCharacteristicsSequence
0018	9417	SQ	1	FrameAcquisitionSequence
0018	9420	CS	1	XRayReceptorType
0018	9423	LO	1	AcquisitionProtocolName
0018	9424	LT	1	AcquisitionProtocolDescription
0018	9425	CS	1	ContrastBolusIngredientOpaque
0018	9426	FL	1	DistanceReceptorPlaneToDetectorHousing
0018	9427	CS	1	IntensifierActiveShape
0018	9428	FL	1-2	IntensifierActiveDimensions
0018	9429	FL	2	PhysicalDetectorSize
0018	9430	FL	2	PositionOfIsocenterProjection
0018	9432	SQ	1	FieldOfViewSequence
0018	9433	LO	1	FieldOfViewDescription
0018	9434	SQ	1	ExposureControlSensingRegionsSequence
0018	9435	CS	1	ExposureControlSensingRegionShape
0018	9436	SS	1	ExposureControlSensingRegionLeftVerticalEdge
0018	9437	SS	1	ExposureControlSensingRegionRightVerticalEdge
0018	9438	SS	1	ExposureControlSensingRegionUpperHorizontalEdge
0018	9439	SS	1	ExposureControlSensingRegionLowerHorizontalEdge
0018	9440	SS	2	CenterOfCircularExposureControlSensingRegion
0018	9441	US	1	RadiusOfCircularExposureControlSensingRegion
0018	9442	SS	2-n	VerticesOfThePolygonalExposureControlSensingRegion
0018	9445	OB	1	
0018	9447	FL	1	ColumnAngulationPatient
0018	9449	FL	1	BeamAngle
0018	9451	SQ	1	FrameDetectorParametersSequence
0018	9452	FL	1	CalculatedAnatomyThickness
0018	9455	SQ	1	CalibrationSequence
0018	9456	SQ	1	ObjectThicknessSequence
0018	9457	CS	1	PlaneIdentification
0018	9461	FL	1-2	FieldOfViewDimensionsInFloat
0018	9462	SQ	1	IsocenterReferenceSystemSequence
0018	9463	FL	1	PositionerIsocenterPrimaryAngle
0018	9464	FL	1	PositionerIsocenterSecondaryAngle
0018	9465	FL	1	PositionerIsocenterDetectorRotationAngle
0018	9466	FL	1	TableXPositionToIsocenter
0018	9467	FL	1	TableYPositionToIsocenter
0018	9468	FL	1	TableZPositionToIsocenter
0018	9469	FL	1	TableHorizontalRotationAngle
0018	9470	FL	1	TableHeadTiltAngle
0018	9471	FL	1	TableCradleTiltAngle
0018	9472	SQ	1	FrameDisplayShutterSequence
0018	9473	FL	1	AcquiredImageAreaDoseProduct
0018	9474	CS	1	CArmPositionerTabletopRelationship
0018	9476	SQ	1	XRayGeometrySequence
0018	9477	SQ	1	IrradiationEventIdentificationSequence
0018	9504	SQ	1	XRay3DFrameTypeSequence
0018	9506	SQ	1	ContributingSourcesSequence
0018	9507	SQ	1	XRay3DAcquisitionSequence
0018	9508	FL	1	PrimaryPositionerScanArc
0018	9509	FL	1	SecondaryPositionerScanArc
0018	9510	FL	1	PrimaryPositionerScanStartAngle
0018	9511	FL	1	SecondaryPositionerScanStartAngle
0018	9514	FL	1	PrimaryPositionerIncrement
0018	9515	FL	1	SecondaryPositionerIncrement
0018	9516	DT	1	StartAcquisitionDateTime
0018	9517	DT	1	EndAcquisitionDateTime
0018	9524	LO	1	ApplicationName
0018	9525	LO	1	ApplicationVersion
0018	9526	LO	1	ApplicationManufacturer
0018	9527	CS	1	AlgorithmType
0018	9528	LO	1	AlgorithmDescription
0018	9530	SQ	1	XRay3DReconstructionSequence
0018	9531	LO	1	ReconstructionDescription
0018	9538	SQ	1	PerProjectionAcquisitionSequence
0018	9601	SQ	1	DiffusionBMatrixSequence
0018	9602	FD	1	DiffusionBValueXX
0018	9603	FD	1	DiffusionBValueXY
0018	9604	FD	1	DiffusionBValueXZ
0018	9605	FD	1	DiffusionBValueYY
0018	9606	FD	1	DiffusionBValueYZ
0018	9607	FD	1	DiffusionBValueZZ
0018	9701	DT	1	DecayCorrectionDateTime
0018	9715	FD	1	StartDensityThreshold
0018	9716	FD	1	StartRelativeDensityDifferenceThreshold
0018	9717	FD	1	StartCardiacTriggerCountThreshold
0018	9718	FD	1	StartRespiratoryTriggerCountThreshold
0018	9719	FD	1	TerminationCountsThreshold
0018	9720	FD	1	TerminationDensityThreshold
0018	9721	FD	1	TerminationRelativeDensityThreshold
0018	9722	FD	1	TerminationTimeThreshold
0018	9723	FD	1	TerminationCardiacTriggerCountThreshold
0018	9724	FD	1	TerminationRespiratoryTriggerCountThreshold
0018	9725	CS	1	DetectorGeometry
0018	9726	FD	1	TransverseDetectorSeparation
0018	9727	FD	1	AxialDetectorDimension
0018	9729	US	1	RadiopharmaceuticalAgentNumber
0018	9732	SQ	1	PETFrameAcquisitionSequence
0018	9733	SQ	1	PETDetectorMotionDetailsSequence
0018	9734	SQ	1	PETTableDynamicsSequence
0018	9735	SQ	1	PETPositionSequence
0018	9736	SQ	1	PETFrameCorrectionFactorsSequence
0018	9737	SQ	1	RadiopharmaceuticalUsageSequence
0018	9738	CS	1	AttenuationCorrectionSource
0018	9739	US	1	NumberOfIterations
0018	9740	US	1	NumberOfSubsets
0018	9749	SQ	1	PETReconstructionSequence
0018	9751	SQ	1	PETFrameTypeSequence
0018	9755	CS	1	TimeOfFlightInformationUsed
0018	9756	CS	1	ReconstructionType
0018	9758	CS	1	DecayCorrected
0018	9759	CS	1	AttenuationCorrected
0018	9760	CS	1	ScatterCorrected
0018	9761	CS	1	DeadTimeCorrected
0018	9762	CS	1	GantryMotionCorrected
0018	9763	CS	1	PatientMotionCorrected
0018	9764	CS	1	CountLossNormalizationCorrected
0018	9765	CS	1	RandomsCorrected
0018	9766	CS	1	NonUniformRadialSamplingCorrected
0018	9767	CS	1	SensitivityCalibrated
0018	9768	CS	1	DetectorNormalizationCorrection
0018	9769	CS	1	IterativeReconstructionMethod
0018	9770	CS	1	AttenuationCorrectionTemporalRelationship
0018	9771	SQ	1	PatientPhysiologicalStateSequence
0018	9772	SQ	1	PatientPhysiologicalStateCodeSequence
0018	9801	FD	1-n	DepthsOfFocus
0018	9803	SQ	1	ExcludedIntervalsSequence
0018	9804	DT	1	ExclusionStartDatetime
0018	9805	FD	1	ExclusionDuration
0018	9806	SQ	1	USImageDescriptionSequence
0018	9807	SQ	1	ImageDataTypeSequence
0018	9808	CS	1	DataType
0018	9809	SQ	1	TransducerScanPatternCodeSequence
0018	980B	CS	1	AliasedDataType
0018	980C	CS	1	PositionMeasuringDeviceUsed
0018	980D	SQ	1	TransducerGeometryCodeSequence
0018	980E	SQ	1	TransducerBeamSteeringCodeSequence
0018	980F	SQ	1	TransducerApplicationCodeSequence
0020	00AA	IS	1	ReportNumber
0020	0242	UI	1	SOPInstanceUIDOfConcatenationSource
0020	9154	FL	1	NominalCardiacTriggerTimePriorToRPeak
0020	9155	FL	1	ActualCardiacTriggerTimePriorToRPeak
0020	9241	FL	1	NominalPercentageOfCardiacPhase
0020	9245	FL	1	NominalPercentageOfRespiratoryPhase
0020	9246	FL	1	StartingRespiratoryAmplitude
0020	9247	CS	1	StartingRespiratoryPhase
0020	9248	FL	1	EndingRespiratoryAmplitude
0020	9249	CS	1	EndingRespiratoryPhase
0020	9250	CS	1	RespiratoryTriggerType
0020	9252	FD	1	ActualCardiacTriggerDelayTime
0020	9253	SQ	1	RespiratorySynchronizationSequence
0020	9254	FD	1	RespiratoryIntervalTime
0020	9255	FD	1	NominalRespiratoryTriggerDelayTime
0020	9256	FD	1	RespiratoryTriggerDelayThreshold
0020	9257	FD	1	ActualRespiratoryTriggerDelayTime
0020	9301	FD	3	ImagePositionVolume
0020	9302	FD	6	ImageOrientationVolume
0020	9307	CS	1	UltrasoundAcquisitionGeometry
0020	9308	FD	3	ApexPosition
0020	9309	FD	16	VolumeToTransducerMappingMatrix
0020	930A	FD	16	VolumeToTableMappingMatrix
0020	930C	CS	1	PatientFrameOfReferenceSource
0020	930D	FD	1	TemporalPositionTimeOffset
0020	930E	SQ	1	PlanePositionVolumeSequence
0020	930F	SQ	1	PlaneOrientationVolumeSequence
0020	9310	SQ	1	TemporalPositionSequence
0020	9311	CS	1	DimensionOrganizationType
0020	9312	UI	1	VolumeFrameOfReferenceUID
0020	9313	UI	1	TableFrameOfReferenceUID
0020	9421	LO	1	DimensionDescriptionLabel
0020	9450	SQ	1	PatientOrientationInFrameSequence
0020	9453	LO	1	FrameLabel
0020	9518	US	1-n	AcquisitionIndex
0020	9529	SQ	1	ContributingSOPInstancesReferenceSequence
0020	9536	US	1	ReconstructionIndex
0022	001E	FL	1	CameraAngleOfView
0022	0030	FL	1	AxialLengthOfTheEye
0022	0031	SQ	1	OphthalmicFrameLocationSequence
0022	0032	FL	2-2n	ReferenceCoordinates
0022	0035	FL	1	DepthSpatialResolution
0022	0036	FL	1	MaximumDepthDistortion
0022	0037	FL	1	AlongScanSpatialResolution
0022	0038	FL	1	MaximumAlongScanDistortion
0022	0039	CS	1	OphthalmicImageOrientation
0022	0041	FL	1	DepthOfTransverseImage
0022	0042	SQ	1	MydriaticAgentConcentrationUnitsSequence
0022	0048	FL	1	AcrossScanSpatialResolution
0022	0049	FL	1	MaximumAcrossScanDistortion
0022	004E	DS	1	MydriaticAgentConcentration
0022	0055	FL	1	IlluminationWaveLength
0022	0056	FL	1	IlluminationPower
0022	0057	FL	1	IlluminationBandwidth
0022	0058	SQ	1	MydriaticAgentSequence
0022	1007	SQ	1	OphthalmicAxialMeasurementsRightEyeSequence
0022	1008	SQ	1	OphthalmicAxialMeasurementsLeftEyeSequence
0022	1010	CS	1	OphthalmicAxialLengthMeasurementsType
0022	1019	FL	1	OphthalmicAxialLength
0022	1024	SQ	1	LensStatusCodeSequence
0022	1025	SQ	1	VitreousStatusCodeSequence
0022	1028	SQ	1	IOLFormulaCodeSequence
0022	1029	LO	1	IOLFormulaDetail
0022	1033	FL	1	KeratometerIndex
0022	1035	SQ	1	SourceOfOphthalmicAxialLengthCodeSequence
0022	1037	FL	1	TargetRefraction
0022	1039	CS	1	RefractiveProcedureOccurred
0022	1040	SQ	1	RefractiveSurgeryTypeCodeSequence
0022	1044	SQ	1	OphthalmicUltrasoundAxialMeasurementsTypeCodeSequence
0022	1050	SQ	1	OphthalmicAxialLengthMeasurementsSequence
0022	1053	FL	1	IOLPower
0022	1054	FL	1	PredictedRefractiveError
0022	1059	FL	1	OphthalmicAxialLengthVelocity
0022	1065	LO	1	LensStatusDescription
0022	1066	LO	1	VitreousStatusDescription
0022	1090	SQ	1	IOLPowerSequence
0022	1092	SQ	1	LensConstantSequence
0022	1093	LO	1	IOLManufacturer
0022	1094	LO	1	LensConstantDescription
0022	1096	SQ	1	KeratometryMeasurementTypeCodeSequence
0022	1100	SQ	1	ReferencedOphthalmicAxialMeasurementsSequence
0022	1101	SQ	1	OphthalmicAxialLengthMeasurementsSegmentNameCodeSequence
0022	1103	SQ	1	RefractiveErrorBeforeRefractiveSurgeryCodeSequence
0022	1121	FL	1	IOLPowerForExactEmmetropia
0022	1122	FL	1	IOLPowerForExactTargetRefraction
0022	1125	SQ	1	AnteriorChamberDepthDefinitionCodeSequence
0022	1130	FL	1	LensThickness
0022	1131	FL	1	AnteriorChamberDepth
0022	1132	SQ	1	SourceOfLensThicknessDataCodeSequence
0022	1133	SQ	1	SourceOfAnteriorChamberDepthDataCodeSequence
0022	1135	SQ	1	SourceOfRefractiveErrorDataCodeSequence
0022	1140	CS	1	OphthalmicAxialLengthMeasurementModified
0022	1150	SQ	1	OphthalmicAxialLengthDataSourceCodeSequence
0022	1153	SQ	1	OphthalmicAxialLengthAcquisitionMethodCodeSequence
0022	1155	FL	1	SignalToNoiseRatio
0022	1159	LO	1	OphthalmicAxialLengthDataSourceDescription
0022	1210	SQ	1	OphthalmicAxialLengthMeasurementsTotalLengthSequence
0022	1211	SQ	1	OphthalmicAxialLengthMeasurementsSegmentalLengthSequence
0022	1212	SQ	1	OphthalmicAxialLengthMeasurementsLengthSummationSequence
0022	1220	SQ	1	UltrasoundOphthalmicAxialLengthMeasurementsSequence
0022	1225	SQ	1	OpticalOphthalmicAxialLengthMeasurementsSequence
0022	1230	SQ	1	UltrasoundSelectedOphthalmicAxialLengthSequence
0022	1250	SQ	1	OphthalmicAxialLengthSelectionMethodCodeSequence
0022	1255	SQ	1	OpticalSelectedOphthalmicAxialLengthSequence
0022	1257	SQ	1	SelectedSegmentalOphthalmicAxialLengthSequence
0022	1260	SQ	1	SelectedTotalOphthalmicAxialLengthSequence
0022	1262	SQ	1	OphthalmicAxialLengthQualityMetricSequence
0022	1273	LO	1	OphthalmicAxialLengthQualityMetricTypeDescription
0022	1300	SQ	1	IntraocularLensCalculationsRightEyeSequence
0022	1310	SQ	1	IntraocularLensCalculationsLeftEyeSequence
0022	1330	SQ	1	ReferencedOphthalmicAxialLengthMeasurementQCImage
0024	0010	FL	1	VisualFieldHorizontalExtent
0024	0011	FL	1	VisualFieldVerticalExtent
0024	0012	CS	1	VisualFieldShape
0024	0016	SQ	1	ScreeningTestModeCodeSequence
0024	0018	FL	1	MaximumStimulusLuminance
0024	0020	FL	1	BackgroundLuminance
0024	0021	SQ	1	StimulusColorCodeSequence
0024	0024	SQ	1	BackgroundIlluminationColorCodeSequence
0024	0025	FL	1	StimulusArea
0024	0028	FL	1	StimulusPresentationTime
0024	0032	SQ	1	FixationSequence
0024	0033	SQ	1	FixationMonitoringCodeSequence
0024	0034	SQ	1	VisualFieldCatchTrialSequence
0024	0035	US	1	FixationCheckedQuantity
0024	0036	US	1	PatientNotProperlyFixatedQuantity
0024	0037	CS	1	PresentedDataFlag
0024	0038	US	1	NumberOfVisualStimuli
0024	0039	CS	1	ExcessiveFixationLossesDataFlag
0024	0040	CS	1	ExcessiveFixationLosses
0024	0042	US	1	StimuliRetesting
0024	0044	LT	1	CommentsOnPatientPerformanceOfVisualField
0024	0045	CS	1	FalseNegativesEstimateFlag
0024	0046	FL	1	FalseNegativesEstimate
0024	0048	US	1	NegativeCatchTrials
0024	0050	US	1	FalseNegatives
0024	0051	CS	1	ExcessiveFalseNegativesDataFlag
0024	0052	CS	1	ExcessiveFalseNegatives
0024	0053	CS	1	FalsePositivesEstimateFlag
0024	0054	FL	1	FalsePositivesEstimate
0024	0055	CS	1	CatchTrialsDataFlag
0024	0056	US	1	PositiveCatchTrials
0024	0057	CS	1	TestPointNormalsDataFlag
0024	0058	SQ	1	TestPointNormalsSequence
0024	0059	CS	1	GlobalDeviationProbabilityNormalsFlag
0024	0060	US	1	FalsePositives
0024	0061	CS	1	ExcessiveFalsePositivesDataFlag
0024	0062	CS	1	ExcessiveFalsePositives
0024	0063	CS	1	VisualFieldTestNormalsFlag
0024	0064	SQ	1	ResultsNormalsSequence
0024	0065	SQ	1	AgeCorrectedSensitivityDeviationAlgorithmSequence
0024	0066	FL	1	GlobalDeviationFromNormal
0024	0067	SQ	1	GeneralizedDefectSensitivityDeviationAlgorithmSequence
0024	0068	FL	1	LocalizedDeviationfromNormal
0024	0069	LO	1	PatientReliabilityIndicator
0024	0070	FL	1	VisualFieldMeanSensitivity
0024	0071	FL	1	GlobalDeviationProbability
0024	0072	CS	1	LocalDeviationProbabilityNormalsFlag
0024	0073	FL	1	LocalizedDeviationProbability
0024	0074	CS	1	ShortTermFluctuationCalculated
0024	0075	FL	1	ShortTermFluctuation
0024	0076	CS	1	ShortTermFluctuationProbabilityCalculated
0024	0077	FL	1	ShortTermFluctuationProbability
0024	0078	CS	1	CorrectedLocalizedDeviationFromNormalCalculated
0024	0079	FL	1	CorrectedLocalizedDeviationFromNormal
0024	0080	CS	1	CorrectedLocalizedDeviationFromNormalProbabilityCalculated
0024	0081	FL	1	CorrectedLocalizedDeviationFromNormalProbability
0024	0083	SQ	1	GlobalDeviation
0024	0085	SQ	1	LocalizedDeviation
0024	0086	CS	1	FovealSensitivityMeasured
0024	0087	FL	1	FovealSensitivity
0024	0088	FL	1	VisualFieldTestDuration
0024	0089	SQ	1	VisualFieldTestPointSequence
0024	0090	FL	1	VisualFieldTestPointXCoordinate
0024	0091	FL	1	VisualFieldTestPointYCoordinate
0024	0092	FL	1	AgeCorrectedSensitivityDeviationValue
0024	0093	CS	1	StimulusResults
0024	0094	FL	1	SensitivityValue
0024	0095	CS	1	RetestStimulusSeen
0024	0096	FL	1	RetestSensitivityValue
0024	0097	SQ	1	VisualFieldTestPointNormalsSequence
0024	0098	FL	1	QuantifiedDefect
0024	0100	FL	1	AgeCorrectedSensitivityDeviationProbabilityValue
0024	0102	CS	1	GeneralizedDefectCorrectedSensitivityDeviationFlag
0024	0103	FL	1	GeneralizedDefectCorrectedSensitivityDeviationValue
0024	0104	FL	1	GeneralizedDefectCorrectedSensitivityDeviationProbabilityValue
0024	0105	FL	1	MinimumSensitivityValue
0024	0106	CS	1	BlindSpotLocalized
0024	0107	FL	1	BlindSpotXCoordinate
0024	0108	FL	1	BlindSpotYCoordinate
0024	0110	SQ	1	VisualAcuityMeasurementSequence
0024	0112	SQ	1	RefractiveParametersUsedOnPatientSequence
0024	0113	CS	1	MeasurementLaterality
0024	0114	SQ	1	OphthalmicPatientClinicalInformationLeftEyeSequence
0024	0115	SQ	1	OphthalmicPatientClinicalInformationRightEyeSequence
0024	0117	CS	1	FovealPointNormativeDataFlag
0024	0118	FL	1	FovealPointProbabilityValue
0024	0120	CS	1	ScreeningBaselineMeasured
0024	0122	SQ	1	ScreeningBaselineMeasuredSequence
0024	0124	CS	1	ScreeningBaselineType
0024	0126	FL	1	ScreeningBaselineValue
0024	0202	LO	1	AlgorithmSource
0024	0306	LO	1	DataSetName
0024	0307	LO	1	DataSetVersion
0024	0308	LO	1	DataSetSource
0024	0309	LO	1	DataSetDescription
0024	0317	SQ	1	VisualFieldTestReliabilityGlobalIndexSequence
0024	0320	SQ	1	VisualFieldGlobalResultsIndexSequence
0024	0325	SQ	1	DataObservationSequence
0024	0338	CS	1	IndexNormalsFlag
0024	0341	FL	1	IndexProbability
0024	0344	SQ	1	IndexProbabilitySequence
